car_id,car_make,car_model,car_year,purchase_price,sale_price,purchase_date,sale_date,buyer_name,seller_name,profit
220,Chrysler,Sebring,2007,74861.19,39006.23,10/16/2004,12/20/2007,Cairistiona Gertz,Natalya Fensome,-35854.96
221,Plymouth,Voyager,1997,32541.5,68208.39,8/12/2008,11/22/2004,Clementius Loraine,Quintina Ivshin,35666.89
222,Ford,Ranger,1984,58885.71,107815.32,6/3/2015,11/3/2017,Jon Steketee,Andrea Castellani,48929.61
223,GMC,Sierra,2007,94423.42,36317.33,5/20/2018,12/9/2016,Sascha Heggadon,Johan Rikkard,-58106.09
224,Chevrolet,Silverado 3500,2007,95562.19,83085.46,10/9/2006,5/4/2010,Jeno Scobbie,Nicholas Byrnes,-12476.73
225,Mitsubishi,Raider,2007,72673.86,117189.16,4/25/2012,8/7/2007,Ezekiel Townrow,Carling Evill,44515.3
226,Ford,C-MAX Hybrid,2013,64089,104192.57,6/1/2015,1/23/2003,Corbin Dabinett,Thorvald Boatwright,40103.57
227,Mazda,Miata MX-5,1993,79376.96,27431.83,3/26/2019,10/16/2006,Carroll Huerta,Derick Cuddehay,-51945.13
228,Ford,E150,2011,18678.18,7318.3,2/1/2010,10/31/2005,Margette Daldan,Raeann Smellie,-11359.88
229,Acura,TSX,2005,38250.31,25871.03,10/11/2022,3/3/2006,Tonya Eves,Karissa Sibthorpe,-12379.28
230,BMW,M,2001,27977.69,65848.76,2/24/2022,7/12/2012,Temple Whitlock,Susy Pridmore,37871.07
231,Dodge,Ram 3500 Club,1996,38778.34,41112.05,11/13/2006,10/30/2000,Florenza Sheryn,Tiphani Antuoni,2333.71
232,Mercury,Marquis,1985,55191.26,110666.91,4/13/2019,11/14/2009,Randie Boxell,Wilhelm MacGahy,55475.65
233,Audi,A6,2006,11014.38,39194.69,4/5/2020,3/13/2014,Hiram Iannuzzi,Shirley Snibson,28180.31
234,Volkswagen,GTI,2009,58702.21,83458.19,9/9/2008,4/11/2011,Collin Franscioni,Taryn Andriveau,24755.98
235,Dodge,Nitro,2009,99449.87,115214.79,5/13/2011,4/19/2022,Francoise Binney,Huberto Redholes,15764.92
236,Mitsubishi,Montero,1995,81778.53,105767.22,6/15/2004,7/12/2018,Herschel Wolvey,Hyatt Jermin,23988.69
237,Chevrolet,Silverado 1500,2005,52246.9,77744.21,3/25/2003,8/9/2019,Larissa Biaggi,Dinah Beverley,25497.31
238,Isuzu,Rodeo,2004,58257.47,83974.61,2/2/2013,10/4/2022,Iorgo Danielsky,Wendie Bragge,25717.14
239,Acura,RL,1998,13216.62,51974.26,5/12/2016,3/7/2012,Allard Skokoe,Cris Normansell,38757.64
240,Suzuki,Grand Vitara,2012,7193.38,51909.43,1/2/2009,9/30/2001,Northrup Gonnet,Faustina Matteo,44716.05
241,Dodge,D350,1992,55332.36,6378.82,9/17/2018,1/21/2012,Kathie Brobyn,Sayre Jest,-48953.54
242,Pontiac,Torrent,2009,13974.6,27449.49,9/9/2002,2/27/2014,Holmes Southall,Der Cookman,13474.89
243,Porsche,Boxster,2013,69370.06,100125.73,3/29/2008,2/7/2007,Reinaldos Knightsbridge,Aleksandr Pinchback,30755.67
244,Pontiac,Bonneville,1992,19917.75,85558,2/20/2016,3/7/2021,Vladimir Hercock,Durante Raggett,65640.25
245,Honda,Odyssey,2001,28701.69,60505.72,8/20/2016,11/22/2005,Josias Paulot,Marlena McCord,31804.03
246,Lincoln,Town Car,2003,76119.52,12210.18,11/8/2013,5/7/2013,Kassandra Sket,Garner Hrus,-63909.34
247,Ford,Crown Victoria,1995,79014.86,80801.94,7/18/2022,4/9/2012,Panchito Tames,Rouvin Freddi,1787.08
248,GMC,Rally Wagon 3500,1992,64683.52,113365.14,5/26/2015,6/16/2015,Horatia Bulled,Vickie Carrell,48681.62
249,Ford,Econoline E250,2001,30233.16,55747.34,7/20/2019,8/31/2007,Waverly Cella,Bertrando Lamport,25514.18
250,Subaru,Impreza,1999,36647.48,101685.71,7/25/2017,10/12/2019,Allx Carlon,Reinhard Siburn,65038.23
251,Subaru,Leone,1986,17005.15,114985.06,12/9/2004,1/17/2022,Evanne Woodings,Cody Mousdall,97979.91
252,Volkswagen,R32,2008,64913.73,91723.94,7/5/2012,5/20/2007,Jourdain Realph,Freddie Ferber,26810.21
253,BMW,M,2002,71328.91,43606.16,10/4/2000,7/10/2018,Darren Liddy,Ly Slowly,-27722.75
254,Subaru,Legacy,1989,70385.04,78613.49,4/13/2017,2/25/2001,Coretta Wilbor,Emmeline Wheowall,8228.45
255,Buick,Riviera,1996,76261.31,63217.95,4/13/2015,2/8/2021,Andree Edgecombe,Wendie Buddell,-13043.36
256,Honda,Odyssey,1999,91781.24,16466.02,2/14/2007,1/10/2022,Tony Rolse,Edvard Lipgens,-75315.22
257,Audi,A4,2004,84579.65,32060.3,6/18/2002,7/29/2016,Heath Slaughter,Orion Faucett,-52519.35
258,Nissan,Pathfinder,2004,44885.69,94761.85,2/6/2002,4/21/2015,Kristin Fann,Tersina Dampney,49876.16
259,Jaguar,XJ,2012,86940.69,12626.22,9/18/2015,11/8/2012,Law Dand,Sallee Bratchell,-74314.47
260,Pontiac,Firebird,2002,23175.72,64413.2,5/26/2020,9/23/2007,Nowell Pickard,Marleen Pevie,41237.48
261,Toyota,Tacoma,2004,18507.75,60956.64,10/26/2007,1/6/2015,Kathe Narducci,Orland Bengtsson,42448.89
262,Ford,Escape,2005,23555.11,109242.67,10/3/2011,3/10/2015,Nerty Makiver,Nana Rowden,85687.56
263,GMC,Sierra 1500,2003,14364.17,84273.62,9/19/2017,5/9/2022,Jermaine Dugget,Grier Gauden,69909.45
264,Ford,Focus,2007,7496.79,56547.51,10/7/2014,7/1/2004,Elisabetta Bim,Jonathan Ciciura,49050.72
265,Dodge,Ram 2500,1996,68659.7,32883.17,7/27/2021,10/10/2016,Bella McConville,Randy Shinner,-35776.53
266,GMC,Sonoma Club Coupe,1997,10945.37,99033.55,9/17/2020,2/6/2019,Dur Hodge,Arvy Gabbitas,88088.18
267,BMW,5 Series,2003,69034.6,115065.93,2/17/2014,3/30/2012,Dilan Wildman,L;urette Bahia,46031.33
268,Saab,5-Sep,2000,93144.6,53242.88,9/11/2000,5/14/2014,Codi Rosnau,Xylia Brunotti,-39901.72
269,Buick,Century,2003,89108.65,103834.25,7/31/2017,6/17/2003,Osbert MacCarrane,Robbi Bagott,14725.6
270,GMC,Sierra 3500,2010,24557.13,88387.66,2/15/2016,2/25/2000,Ryon Najafian,Ellyn Bernardelli,63830.53
271,Dodge,Viper,1993,69664.31,113972.14,12/16/2012,8/12/2004,Jany Lunn,Ingeborg Gascoyne,44307.83
272,GMC,Yukon Denali,2006,23254.34,74027.87,2/18/2022,11/22/2006,Verene Domenget,Victoir Chaize,50773.53
273,Dodge,Ram 1500,2001,31117.33,114593.44,12/20/2014,5/23/2012,Ole McGreay,Mayor Grunguer,83476.11
274,Audi,RS4,2008,98890.69,8544.87,12/8/2011,4/7/2016,Rafi Maccrie,Lettie Baglan,-90345.82
275,Infiniti,M,2007,10311.04,118036.66,11/9/2011,1/18/2004,Gannon Niese,Alexandro Cook,107725.62
276,Mercedes-Benz,W201,1984,81225.37,14296.24,1/10/2004,5/12/2022,Ruddy Enriquez,Gary Bullivant,-66929.13
277,Ford,F250,1999,77124.79,48381.18,1/18/2001,8/13/2009,Suzanne Figin,Normy Satyford,-28743.61
278,Mercedes-Benz,SLK-Class,2006,93625.59,7722.61,2/6/2012,8/15/2003,Darcie Woolaghan,Bryn Cearley,-85902.98
279,Subaru,XT,1988,15883.99,100361.38,6/23/2013,4/10/2021,Maurene Castelletto,Aloisia Cockshoot,84477.39
280,Porsche,Cayman,2008,92076.55,49177.67,2/28/2019,12/25/2001,Lorilyn Whitby,Archambault Whitehall,-42898.88
281,Mercury,Mystique,1999,99891.9,94294.03,8/2/2000,11/2/2000,Ethel Rehor,Pepe Vanyashin,-5597.87
282,Scion,tC,2006,12566.1,74650.88,10/12/2019,2/12/2006,Ralina Childes,Ignazio Hordell,62084.78
283,Hyundai,Accent,1996,57573.78,43679.33,8/18/2003,10/21/2001,Gipsy Connechie,Faina Paler,-13894.45
284,Volkswagen,Jetta,2002,96570.33,71947.71,7/20/2009,3/28/2007,Valentine Fishbourn,Merrili Charrette,-24622.62
285,Hyundai,Sonata,1998,43931.03,74638.76,7/3/2006,6/14/2013,Svend Bampkin,Marlee Maskrey,30707.73
286,Chevrolet,Tracker,2004,74818.43,60050.29,7/19/2003,2/3/2013,Denni Batterson,Isabella Bisseker,-14768.14
287,Mazda,Familia,1991,38107.71,15503.5,2/28/2015,2/12/2003,Annelise Hearns,Joya Drewson,-22604.21
288,Acura,TSX,2012,38097.24,45724.01,7/12/2000,12/13/2010,Sam Daughtry,Ianthe Alywin,7626.77
289,Lamborghini,Countach,1990,62541.55,44987.12,11/13/2018,7/26/2005,Sheelah Ogdahl,Liz Okker,-17554.43
290,Mitsubishi,Diamante,2002,22341.45,51620.57,3/12/2008,7/2/2007,Wallie Siggens,Ina Beake,29279.12
291,Chevrolet,Cobalt,2005,61345.2,72091.91,1/28/2017,11/18/2006,Chandra Marquiss,Charlene Sheldrick,10746.71
292,GMC,Rally Wagon G3500,1996,28276.31,17789.76,8/30/2018,3/6/2010,Alon Ruggieri,Rivi Woolford,-10486.55
293,Chevrolet,Silverado,2003,49246.4,69999.37,6/18/2012,2/21/2007,Baryram Paddeley,Althea Lealle,20752.97
294,Dodge,Omni,1978,59786.28,47813.74,11/8/2013,11/4/2011,Mace Barwood,Ernestine Carnilian,-11972.54
295,Isuzu,Rodeo,2002,39330.13,96312.23,4/23/2013,4/22/2019,Caryl Behneke,Odelinda Haslehurst,56982.1
296,Ford,Bronco II,1987,30564.07,99168.77,1/31/2016,8/15/2018,Alfreda Ruppertz,Myrna Coolican,68604.7
297,Chevrolet,Corvette,1957,62091.36,37932.65,8/13/2014,12/30/2020,Caterina Berggren,Frannie Trevallion,-24158.71
298,GMC,Sierra 3500,2003,87466.86,93085.45,8/28/2017,2/25/2009,Koral Birtwell,Kiele Cockell,5618.59
299,Mitsubishi,Pajero,2006,54828.71,108982.24,10/14/2019,1/19/2005,Tabbitha Earlam,Niall Dainter,54153.53
300,Acura,NSX,1992,76607.23,50446.33,3/30/2018,6/13/2018,Garold Netley,Riannon Gooderidge,-26160.9
301,GMC,Safari,1998,38847.99,18445.93,2/6/2022,10/30/2013,Niko Robrow,Kailey Gaisford,-20402.06
302,Volkswagen,Golf,2011,71736.83,50345.54,5/6/2019,11/24/2014,Dieter Kampshell,Augustine Pavolillo,-21391.29
303,Ford,Mustang,2008,23488.57,65327.08,3/29/2017,1/23/2000,Alison Llorente,Elfreda Crush,41838.51
304,Jeep,Commander,2009,99314.46,56585.25,8/14/2004,7/26/2001,Janeta Awty,Beulah Le - Count,-42729.21
305,Dodge,Monaco,1992,65865.79,43745.48,11/30/2003,5/12/2000,Ardine Eyckel,Ediva Littrick,-22120.31
306,Dodge,D150,1992,46560.15,107802.04,8/3/2022,8/25/2012,Valenka McDiarmid,Anitra Hallawell,61241.89
307,Infiniti,QX,2008,74108.93,86289.33,4/30/2002,6/1/2020,Kendall Runnicles,Geoff Cuel,12180.4
308,Mercury,Mariner,2006,23196.01,102569.8,11/27/2006,1/30/2007,Miriam Woolston,Gussi Dorrance,79373.79
309,Ford,Mustang,1997,52232.71,82141.85,5/6/2004,10/5/2011,Roselia Folkard,Kasey Bachura,29909.14
310,Infiniti,M,2004,31890.67,103341.1,2/20/2005,5/31/2007,Ingaberg Caulfield,Kenyon Yakuntsov,71450.43
311,Volvo,C30,2010,49822.82,25440.21,10/8/2019,3/25/2014,Constantine Brierley,Quinta Dodle,-24382.61
312,Chevrolet,Tahoe,2008,35224.86,116021.82,8/29/2015,7/24/2022,Merralee Tuckley,Jaclyn Liddyard,80796.96
313,Nissan,Xterra,2000,82077.39,37772.76,4/1/2019,8/3/2008,Garret Maddrell,Traver Liffe,-44304.63
314,Mitsubishi,GTO,1995,22455.07,34374.18,3/31/2002,10/9/2004,Ogdon Delmage,Zedekiah Yeeles,11919.11
315,Audi,A6,1995,84774.91,43529.79,11/5/2022,4/26/2011,Vannie Lilleyman,Bogey Rykert,-41245.12
316,Mitsubishi,GTO,1993,93825.43,101852.36,4/9/2005,2/27/2009,Hayes Mapes,Ingeberg Shrimpling,8026.93
317,Mazda,Miata MX-5,1992,19594.17,31300.99,6/30/2004,11/13/2019,Sarina Abramov,Shell Wyman,11706.82
318,BMW,M Roadster,2006,28858.3,43590.46,4/10/2006,4/2/2008,Coriss Somersett,Michel Reyburn,14732.16
319,Dodge,Spirit,1995,60739.49,118450.98,11/7/2011,8/27/2021,Barron Conkey,Doris Trowsdall,57711.49
320,Ford,Taurus,1988,89974.36,91303.89,6/5/2007,6/20/2017,Magdalene Wills,Dicky Powland,1329.53
321,Mercury,Grand Marquis,1988,55820.85,57714.92,11/9/2019,7/18/2001,Joeann Conrard,Ozzy Teaser,1894.07
322,Daewoo,Leganza,2000,62244.31,28232.35,11/11/2007,2/18/2017,Kerwin Paunton,Imogen Lauthian,-34011.96
323,Chrysler,LHS,2000,39862.38,109052.34,3/1/2017,11/9/2018,Bernadina Bresland,Jamill Baldack,69189.96
324,Infiniti,G,1996,88045.01,57228.47,4/15/2019,7/11/2016,Dorthy Gahagan,Jordon Veltman,-30816.54
325,Volkswagen,Jetta,1993,15229.85,48805.91,5/26/2008,4/15/2016,Joellen Offell,Killian Ebrall,33576.06
326,Mercury,Villager,1993,26727.84,33327.09,9/22/2000,11/28/2003,Diarmid Dibson,Honoria Bram,6599.25
327,Dodge,D150 Club,1992,60146.51,49301.37,12/9/2014,8/21/2007,Anselm McGray,Nicol Dilks,-10845.14
328,Pontiac,Grand Prix,1963,99556.22,111871.9,10/29/2015,3/11/2002,Tiler McIlrath,Jillayne Monketon,12315.68
329,Mercedes-Benz,M-Class,2005,40949.05,53061.86,11/10/2020,12/20/2006,Laird Yousef,Parker Boundy,12112.81
330,Ford,Expedition EL,2008,52990.61,49530.32,3/14/2008,12/8/2002,Beryle Lindman,Torre Collie,-3460.29
331,GMC,Yukon,1995,85296.47,79328.08,1/28/2015,11/3/2018,Gunther Mounce,Ynez Micheu,-5968.39
332,Ford,E-Series,1994,7500.84,14580.89,5/20/2006,7/15/2012,Barret Freake,Philbert Chapellow,7080.05
333,Mercedes-Benz,SL-Class,1985,59615.47,61750.58,8/26/2014,3/22/2006,Lesya Jaye,Jere Fullard,2135.11
334,Toyota,Land Cruiser,1993,63457.94,117598.51,12/12/2013,5/28/2008,Mame Neeves,Korry Travers,54140.57
335,Chrysler,Crossfire,2004,35406.38,40323.46,11/5/2014,4/4/2022,Erika Oatley,Danya Easseby,4917.08
336,Mercedes-Benz,300SD,1992,5526.87,85899.38,11/19/2015,11/8/2006,Heath Capelin,Randy Hiddsley,80372.51
337,Chevrolet,SSR,2006,78283.14,49887.79,9/7/2012,11/23/2007,Alfreda Plail,Rosette Brosoli,-28395.35
338,BMW,1 Series,2012,78683.88,106794.29,3/22/2011,11/1/2021,Cleve Ordelt,Opal Huffey,28110.41
339,Mercedes-Benz,S-Class,1985,97439.59,41020.18,12/26/2009,7/2/2013,Gusty Voelker,Junie Sugarman,-56419.41
340,Buick,Century,1989,51205.97,19561.7,12/2/2010,11/26/2022,Paulita Parmiter,Henrietta Warlowe,-31644.27
341,GMC,1500,1992,21764.81,109444.53,6/20/2007,11/16/2003,Johnna Albert,Olivette Lawlance,87679.72
342,Saab,3-Sep,2012,51144.36,38522.98,10/15/2003,4/8/2022,Myriam Topp,Shanta Grieveson,-12621.38
343,GMC,Rally Wagon 2500,1994,72903.74,16468.71,8/9/2010,8/8/2001,Marleen Elmhurst,Kristal Streat,-56435.03
344,Chevrolet,Corvette,1998,28889.81,38249.78,5/20/2006,2/2/2019,Dorise Harbidge,Ingar Jirek,9359.97
345,Toyota,Camry,2004,74116.73,13508.11,2/24/2012,11/14/2010,Earlie Tilliards,Eugenio Fort,-60608.62
346,Chrysler,300,2007,74762.94,68634.77,9/24/2004,11/10/2006,Claudia Jerrolt,Angele Atlee,-6128.17
347,Lexus,LX,1999,34917.37,75978.97,3/11/2003,11/25/2007,Rodolfo Westnedge,Beau Treves,41061.6
348,Mazda,Miata MX-5,2004,83206.77,12449.59,3/27/2008,5/24/2006,Dennet Sedge,Maryellen Swadlen,-70757.18
349,Pontiac,Solstice,2008,50965.24,93418.1,10/25/2001,4/27/2012,Beauregard Minot,Juli Stenett,42452.86
350,Mazda,323,1992,17160.34,50486.31,10/22/2019,12/17/2006,Tripp Sinnock,Evita Hardisty,33325.97
351,Pontiac,Grand Prix,1966,83639.32,98555.89,2/18/2021,6/29/2010,Nadiya Leemans,Aleta Peyto,14916.57
352,Toyota,Celica,1982,13372.18,14675.99,4/5/2008,1/15/2002,Sheridan Bayns,Midge Tourville,1303.81
353,Toyota,Tacoma Xtra,2002,33492.56,75406.44,7/24/2013,6/2/2004,Juline Lethbridge,Vincenz Sherborne,41913.88
354,Buick,LeSabre,1986,35209.81,119010.41,9/18/2001,12/7/2010,Elia Moorerud,Mira Clohessy,83800.6
355,Volvo,S60,2011,38025.25,75257.96,9/5/2013,8/13/2015,Shaina Extence,Noel Oxnam,37232.71
356,Toyota,Yaris,2007,12028.5,80158.08,1/31/2016,2/2/2003,Nicole Mullender,Ariela Ridd,68129.58
357,Mercedes-Benz,CL-Class,2005,31847.01,109473.9,1/3/2004,4/19/2013,Lian Bolger,Minnie Malcolm,77626.89
358,Ford,Fiesta,2011,48427.08,14885.61,5/12/2016,9/7/2006,Gill Filisov,Benedict Childrens,-33541.47
359,Ferrari,599 GTB Fiorano,2008,56950.2,66704.93,8/31/2007,5/12/2020,Devlen Queyos,Roxie Wildsmith,9754.73
360,Chrysler,Imperial,1992,23289.72,119829.41,7/10/2000,5/17/2004,Binky Elcome,Delmer Willimont,96539.69
361,GMC,Yukon XL 1500,2008,51668.18,55604.62,1/15/2020,4/21/2009,Carlee Daventry,Cam MacGiolla Pheadair,3936.44
362,Chevrolet,Camaro,1970,7871.24,58124.94,5/15/2009,5/14/2012,Bartlet Cooper,Atalanta Dellit,50253.7
363,GMC,1500 Club Coupe,1994,25707.89,48550.21,5/17/2018,4/3/2004,Yancey McGerr,Nerti Grimes,22842.32
364,Chevrolet,Suburban 2500,1997,15529.39,53726.14,8/18/2012,9/27/2015,Jaime Francescozzi,Cherin Briton,38196.75
365,Volvo,XC60,2010,46562.18,29183.43,9/12/2003,1/12/2021,Sioux Le Conte,Marinna Moralas,-17378.75
366,Acura,MDX,2011,33692.12,105926.72,8/25/2007,8/12/2017,Dorian Staniford,Tasia Mackin,72234.6
367,Nissan,Armada,2010,67027.44,92078.88,8/1/2009,4/12/2005,Ignatius Antognozzii,Lyell Hailes,25051.44
368,Hyundai,Sonata,2000,96745.28,17056.04,4/10/2014,6/18/2018,Myrtie Roycroft,Hayyim Ellerby,-79689.24
369,Chevrolet,Avalanche 2500,2006,92823.97,94150.87,9/11/2014,10/17/2012,Richardo Pipworth,Freddy Gateshill,1326.9
370,Pontiac,G5,2007,11966.46,15368.15,8/3/2020,11/1/2016,Lucio Ort,Morton Eyton,3401.69
371,Maybach,62,2012,78153.18,38886.12,5/8/2007,12/22/2015,Phillie Thorburn,Allard Rennie,-39267.06
372,Chevrolet,Blazer,1998,27161.8,16703.68,1/3/2014,9/16/2000,Brocky Pluthero,Tarrah De Miranda,-10458.12
373,BMW,M6,2007,5701.99,66768.78,4/30/2002,10/23/2020,Nerissa Harrald,Valina Belli,61066.79
374,Cadillac,Seville,1992,39705.22,10585.24,9/20/2017,12/21/2018,Garreth Durham,Marty Pennaman,-29119.98
375,Ford,Expedition,1997,65291.96,8906.39,4/29/2007,3/9/2012,Gregor McGreary,Shelley Pringer,-56385.57
376,Ford,Bronco II,1987,37238.31,53090.89,7/17/2010,10/9/2020,Thedric Mearing,Sven Kinglake,15852.58
377,Jaguar,XK Series,1997,33270.6,18688.54,8/4/2004,1/31/2017,Gianina Tuffs,Willabella Sterndale,-14582.06
378,Aston Martin,Rapide,2010,70702.11,29080.21,12/27/2016,8/25/2001,Loralee Matej,Clay Juszczyk,-41621.9
379,GMC,2500 Club Coupe,1997,49328.75,70779.48,1/31/2021,11/12/2004,Uriel Glasscott,Rozamond Greguoli,21450.73
380,BMW,Z3,1997,58020.05,21809.04,3/23/2009,1/5/2009,Ethelred Gravey,Hew Rowswell,-36211.01
381,Dodge,Caravan,1992,48778.93,97791.81,1/4/2000,10/15/2009,Dorrie Halladey,Jerome Tofanelli,49012.88
382,Ford,Thunderbird,2005,14204.36,37816.44,2/27/2014,8/5/2015,Ailis Duffrie,Brigida Gaggen,23612.08
383,Subaru,Tribeca,2009,11065.27,40749.75,2/1/2004,1/5/2018,Filippa Vargas,Sandor Elintune,29684.48
384,Dodge,Caravan,2004,99659.5,84503.21,8/29/2006,10/24/2000,Preston Skingley,Elyn Kendle,-15156.29
385,Chevrolet,Cavalier,2004,15295.04,49857.43,7/17/2002,5/14/2021,Portie Baume,Avictor Crumbie,34562.39
386,Jeep,Grand Cherokee,2006,10747.22,94810.35,12/3/2003,4/3/2013,Clo Hackley,Lynnet Bassom,84063.13
387,Porsche,Boxster,2012,57134.84,117276.17,4/6/2001,8/22/2020,Barr Ubsdall,Leilah Wharram,60141.33
388,Audi,S5,2008,99887.79,51688.8,9/18/2014,5/1/2000,Dore Sapena,Alexandros Attard,-48198.99
389,Acura,RL,2012,36454.76,30405.05,9/28/2004,12/2/2016,Glad Castanie,Hebert Howsam,-6049.71
390,Mazda,B-Series,1990,79389.16,55529.36,2/13/2014,3/8/2016,Aluino Oswald,Welby Node,-23859.8
391,Lexus,GS,2002,14312.88,106186.1,10/18/2017,10/6/2005,Heddi Easom,Orville Wicken,91873.22
392,Ford,Bronco II,1987,49311.03,63629.8,12/26/2022,7/3/2022,Gabbie Waymont,Dinah Danshin,14318.77
393,Lexus,RX Hybrid,2010,33614.8,88506.48,10/6/2011,7/7/2004,Natividad Willsmore,Linnell Pemble,54891.68
394,Ford,F-Series,2009,35070.6,26953.54,2/3/2016,12/21/2006,Erin Braven,Charil Coultard,-8117.06
395,Honda,CR-V,2001,31926.57,66616.83,8/14/2016,12/9/2001,Geordie Maleney,Dyan Byram,34690.26
396,Mazda,MX-5,2002,56247.71,13024.02,1/24/2005,10/18/2002,Buddy Cicchillo,Sigfried Keesman,-43223.69
397,Audi,S8,2009,66728.81,107890.88,11/10/2014,1/17/2021,Gilbertina Jebb,Marta Flintoft,41162.07
398,Oldsmobile,Silhouette,2002,49938.44,58926.91,10/6/2004,4/16/2003,Lind Nobes,Modesty Tissington,8988.47
399,Acura,ZDX,2011,89768.95,91120.53,8/13/2020,3/7/2011,Ketty Rhubottom,Meridith McIlveen,1351.58
400,Mercedes-Benz,W126,1983,45540,46990.03,6/11/2010,5/27/2020,Korie Rape,Rusty Dunderdale,1450.03
401,Toyota,Corolla,2002,26313.26,31919.04,8/29/2008,12/5/2004,Wildon Marchington,Devina McBean,5605.78
402,Mazda,Protege,2003,94687.54,91722.14,12/1/2021,5/21/2017,Ediva Beavington,Arte Blencoe,-2965.4
403,Lexus,ES,1999,66648.44,113118.84,11/24/2001,11/7/2002,Gale Hawken,Gregoire Caslane,46470.4
404,Audi,S4,2013,32932.71,108158.5,7/3/2014,9/21/2002,Dorothy Murfin,Elise Dallman,75225.79
405,Volkswagen,Corrado,1993,59961.95,45401.51,7/30/2004,2/14/2004,Angela Bourbon,Wolfie Richly,-14560.44
406,Cadillac,DTS,2008,63383.9,64996.23,11/9/2003,12/17/2016,Dyana Grimshaw,Goldi MacFadzean,1612.33
407,Mitsubishi,Mighty Max,1986,14723.49,61710.75,3/8/2006,12/24/2000,Rosamond Fayer,Mick Dibsdale,46987.26
408,GMC,Savana 3500,2007,17376.24,26172.36,11/17/2012,1/16/2003,Jane Meadus,Otho Ayce,8796.12
409,Suzuki,Esteem,1998,67324.02,20741.39,10/10/2014,3/7/2022,Jerald Munning,Carmina Piercey,-46582.63
410,Audi,Q7,2010,56674.29,40257.81,7/28/2004,12/22/2005,Dannye Boas,Titus Frantsev,-16416.48
411,Cadillac,Eldorado,2001,90175.66,43444.46,10/23/2001,11/9/2020,Fee Eldrett,Georges Paramore,-46731.2
412,Nissan,Murano,2004,55496.71,51723,9/21/2002,5/10/2009,Clarinda Linneman,Wenda Buckie,-3773.71
413,Isuzu,Hombre Space,1999,84654.96,53490.75,11/11/2010,5/24/2020,Basilio Pettengell,Trevar Luetchford,-31164.21
414,Subaru,SVX,1997,24900.63,103130.2,11/11/2010,11/23/2005,Reuben Pelling,Rebe Widmore,78229.57
415,Subaru,Justy,1990,11951.75,29603.68,3/23/2009,10/28/2018,Toni Marrian,Roobbie Bassindale,17651.93
416,Hyundai,Sonata,1995,63674.53,41144.67,6/18/2003,5/8/2006,Salvador Cordier,Ciel MacCrosson,-22529.86
417,Porsche,Cayenne,2004,36848.99,41485.31,7/10/2016,2/17/2013,Osbourne Rivallant,Kati Frosch,4636.32
418,Pontiac,Sunbird,1986,17484.86,93647.84,11/21/2020,8/1/2012,Cordie Chat,Alexia Clother,76162.98
419,Mazda,Mazdaspeed6,2007,84635.27,88745.81,9/13/2011,7/5/2021,Ario Bowmer,Isador McPake,4110.54
420,Mazda,626,1996,13624.23,84320.06,12/3/2015,2/23/2010,Elroy Brussell,Augy Rahill,70695.83
421,Chevrolet,Blazer,1996,67083.19,7484.4,2/26/2011,10/30/2018,Raffaello Ferne,Elissa Renfree,-59598.79
422,Mercedes-Benz,C-Class,2012,61947.23,53725.81,9/19/2003,8/22/2014,Natividad Kiley,Gisela Chaulk,-8221.42
423,GMC,Savana 2500,2007,59502.38,8734.9,1/23/2021,10/19/2016,Reginauld Healks,Chan Piscopo,-50767.48
424,Chrysler,Prowler,2001,24332.34,35008.02,3/27/2007,10/13/2013,Wilhelmine Kilty,Cariotta Grishakov,10675.68
425,Buick,Coachbuilder,1990,97304.25,41060.37,11/27/2009,1/31/2004,Biron Ponter,Cash Bane,-56243.88
426,Lexus,GS,2009,6763.96,103872.26,9/23/2007,2/17/2016,Cari Tucsell,Marcello Leacy,97108.3
427,Saturn,VUE,2005,10923.36,87092.51,9/3/2018,3/25/2007,Georgette Gingles,Stern McIlwraith,76169.15
428,Plymouth,Neon,2000,85772.88,21372.52,5/11/2008,9/6/2001,Christian Luetkemeyers,Malva Hotton,-64400.36
429,Ford,Falcon,1967,47547.04,58233.87,7/16/2013,7/14/2021,Nita Tabart,Nataline Rolinson,10686.83
430,Chevrolet,Astro,1995,24584.26,98290.12,1/13/2012,12/9/2011,Joceline Roseman,Adrea Pamplin,73705.86
431,Subaru,B9 Tribeca,2007,89104.35,84031.43,5/17/2012,8/18/2011,Nevsa Christian,Gay Godsal,-5072.92
432,Toyota,Camry,2005,94035.41,15311.97,7/24/2020,7/1/2003,Claudio Thor,Corbie Corington,-78723.44
433,Mitsubishi,Outlander,2008,21006.97,61404.7,6/16/2013,11/20/2005,Pepi Baker,Domeniga Brook,40397.73
434,Oldsmobile,Bravada,2001,11978.51,10695.41,11/10/2022,3/3/2022,Emyle Watts,Kendal O'Shirine,-1283.1
435,Dodge,Durango,2004,45310.15,21574.15,6/5/2017,1/21/2001,Lelah Merrigan,Ashby Gent,-23736
436,Oldsmobile,Aurora,1998,83687.61,76209.39,1/13/2015,3/27/2021,Cathi Barradell,Godart Geldart,-7478.22
437,Lincoln,Town Car,2005,11305.64,34338.05,4/11/2005,2/5/2003,Marketa Brumwell,Bonita McIlroy,23032.41
438,Ford,Crown Victoria,1995,62981.94,93366.25,5/12/2001,7/28/2003,Kingsley Purton,Julian Mabe,30384.31
